timestamp_sec,timestamp_nanosec,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,deviation
43,183340411,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
43,383340444,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
43,583340477,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
43,783340509,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
43,983340542,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
44,183340575,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
44,383340608,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
44,583340641,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
44,783340673,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
44,983340706,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
45,183340739,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
45,383340772,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
45,583340805,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
45,783340837,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
45,983340870,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
46,183340903,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
46,383340936,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
46,583340968,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
46,783341001,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
46,983341034,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
47,183341067,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
47,383341100,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
47,583341132,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
47,783341165,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
47,983341198,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
48,183341231,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
48,383341263,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
48,583341296,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
48,783341329,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
48,983341362,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
49,183341395,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
49,383341427,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
49,583341460,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
49,783341493,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
49,983341526,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
50,183341559,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
50,383341591,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
50,583341624,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
50,783341657,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
50,983341690,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
51,183341722,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
51,383341755,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
51,583341788,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
51,783341821,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
51,983341854,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
52,183341886,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
52,383341919,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
52,583341952,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
52,783341985,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
52,983342017,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
53,183342050,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
53,383342083,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
53,583342116,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
53,783342149,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
53,983342181,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
54,183342214,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
54,383342247,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
54,583342280,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
54,783342313,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
54,983342345,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
55,183342378,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
55,383342411,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
55,583342444,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
55,783342476,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
55,983342509,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
56,183342542,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
56,383342575,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
56,583342608,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
56,783342640,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
56,983342673,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,179.6748346844156
