frame_id,timestamp_sec,timestamp_nanosec,longitudinal_velocity,lateral_velocity,heading_rate
base_link,136,683355737,0.0,-0.0,-3.195792669430375e-05
base_link,136,716689076,0.0,-0.0,-3.195792669430375e-05
base_link,136,750022415,0.0,-0.0,-3.195792669430375e-05
base_link,136,783355753,0.0,-0.0,-3.195792669430375e-05
base_link,136,816689092,0.0,-0.0,-3.195792669430375e-05
base_link,136,850022431,0.0,-0.0,-3.195792669430375e-05
base_link,136,883355770,0.0,-0.0,-3.195792669430375e-05
base_link,136,916689109,0.0,-0.0,-3.195792669430375e-05
base_link,136,950022447,0.0,-0.0,-3.195792669430375e-05
base_link,136,983355786,0.0,-0.0,-3.195792669430375e-05
base_link,137,16689125,0.0,-0.0,-3.195792669430375e-05
base_link,137,50022464,0.0,-0.0,-3.195792669430375e-05
base_link,137,83355803,0.0,-0.0,-3.195792669430375e-05
base_link,137,116689141,0.0,-0.0,-3.195792669430375e-05
base_link,137,150022480,0.0,-0.0,-3.195792669430375e-05
base_link,137,183355819,0.0,-0.0,-3.195792669430375e-05
base_link,137,216689158,0.0,-0.0,-3.195792669430375e-05
base_link,137,250022497,0.0,-0.0,-3.195792669430375e-05
base_link,137,283355835,0.0,-0.0,-3.195792669430375e-05
base_link,137,316689174,0.0,-0.0,-3.195792669430375e-05
base_link,137,350022513,0.0,-0.0,-3.195792669430375e-05
base_link,137,383355852,0.0,-0.0,-3.195792669430375e-05
base_link,137,416689191,0.0,-0.0,-3.195792669430375e-05
base_link,137,450022529,0.0,-0.0,-3.195792669430375e-05
base_link,137,483355868,0.0,-0.0,-3.195792669430375e-05
base_link,137,516689207,0.0,-0.0,-3.195792669430375e-05
base_link,137,550022546,0.0,-0.0,-3.195792669430375e-05
base_link,137,583355884,0.0,-0.0,-3.195792669430375e-05
base_link,137,616689223,0.0,-0.0,-3.195792669430375e-05
base_link,137,650022562,0.0,-0.0,-3.195792669430375e-05
base_link,137,683355901,0.0,-0.0,-3.195792669430375e-05
base_link,137,716689240,0.0,-0.0,-3.195792669430375e-05
base_link,137,750022578,0.0,-0.0,-3.195792669430375e-05
base_link,137,783355917,0.0,-0.0,-3.195792669430375e-05
base_link,137,816689256,0.0,-0.0,-3.195792669430375e-05
base_link,137,850022595,0.0,-0.0,-3.195792669430375e-05
base_link,137,883355934,0.0,-0.0,-3.195792669430375e-05
base_link,137,916689272,0.0,-0.0,-3.195792669430375e-05
base_link,137,950022611,0.0,-0.0,-3.195792669430375e-05
base_link,137,983355950,0.0,-0.0,-3.195792669430375e-05
base_link,138,16689289,0.0,-0.0,-3.195792669430375e-05
base_link,138,50022628,0.0,-0.0,-3.195792669430375e-05
base_link,138,83355966,0.0,-0.0,-3.195792669430375e-05
base_link,138,116689305,0.0,-0.0,-3.195792669430375e-05
base_link,138,150022644,0.0,-0.0,-3.195792669430375e-05
base_link,138,183355983,0.0,-0.0,-3.195792669430375e-05
base_link,138,216689322,0.0,-0.0,-3.195792669430375e-05
base_link,138,250022660,0.0,-0.0,-3.195792669430375e-05
base_link,138,283355999,0.0,-0.0,-3.195792669430375e-05
base_link,138,316689338,0.0,-0.0,-3.195792669430375e-05
base_link,138,350022677,0.0,-0.0,-3.195792669430375e-05
