timestamp_sec,timestamp_nanosec,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,deviation
57,983342837,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,181.4985145108723
58,183342870,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,181.4985145108723
58,383342903,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,181.4985145108723
58,583342935,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,181.4985145108723
58,783342968,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,181.4985145108723
58,983343001,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,181.4985145108723
59,183343034,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,181.4985145108723
59,383343067,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,181.4985145108723
59,583343099,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,181.4985145108723
59,783343132,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,181.4985145108723
59,983343165,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,181.4985145108723
60,183343198,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,181.4985145108723
60,383343230,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,181.4985145108723
60,583343263,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,181.4985145108723
60,783343296,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,181.4985145108723
60,983343329,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,181.4985145108723
61,183343362,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,181.4985145108723
61,383343394,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,181.4985145108723
61,583343427,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,181.4985145108723
61,783343460,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,181.4985145108723
61,983343493,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,181.4985145108723
62,183343525,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,181.4985145108723
62,383343558,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,181.4985145108723
62,583343591,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,181.4985145108723
62,783343624,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,181.4985145108723
62,983343657,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,181.4985145108723
63,183343689,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,181.4985145108723
63,383343722,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,181.4985145108723
63,583343755,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,181.4985145108723
