frame_id,timestamp_sec,timestamp_nanosec,available,verified,object_label,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,linear_x,linear_y,linear_z
1,143,883356917,True,False,2,-21.47756525148763,7.566658962272521,1.2308502197265625,0.0,0.0,0.01185072133430001,0.9999297777363453,0.0,0.0,0.0
2,143,983356934,True,False,2,-21.454879847799443,7.4612679846987575,1.2077789306640625,0.0,0.0,0.028364824588067186,0.9995976374152192,0.0,0.0,0.0
3,144,83356950,True,False,2,-21.452353977261666,7.565198877497003,1.2374725341796875,0.0,0.0,0.011523648286182263,0.9999336005606454,0.0,0.0,0.0
4,144,183356966,True,False,2,-21.449695710679926,7.488013697327492,1.198211669921875,0.0,0.0,0.019692565423532253,0.999806082631547,0.0,0.0,0.0
5,144,283356983,True,False,2,-21.44628971971787,7.502531868371903,1.227386474609375,0.0,0.0,0.020101210321263142,0.9997979502597614,0.0,0.0,0.0
6,144,383356999,True,False,2,-21.46352643534113,7.5841163616474425,1.2384033203125,0.0,0.0,0.01074572087838853,0.9999422630746256,0.0,0.0,0.0
7,144,483357015,True,False,2,-21.452245037630362,7.484283320260636,1.22857666015625,0.0,0.0,0.0193613329386986,0.9998125518250093,0.0,0.0,0.0
8,144,583357032,True,False,2,-21.43051178537712,7.457993955062318,1.1973419189453125,0.0,0.0,0.02867161897157589,0.9995888846248485,0.0,0.0,0.0
9,144,683357048,True,False,2,-21.48000839352754,7.675710548682088,1.2361297607421875,0.0,0.0,0.01057129779408325,0.999944122270314,0.0,0.0,0.0
10,144,783357065,True,False,2,-21.446420624176042,7.506442518950132,1.20843505859375,0.0,0.0,0.01917698206730526,0.9998161047706674,0.0,0.0,0.0
11,144,883357081,True,False,2,-21.45286709261791,7.540489494074413,1.1994476318359375,0.0,0.0,0.012091982714605706,0.999926889304428,0.0,0.0,0.0
12,144,983357097,True,False,2,-21.46851095877464,7.57348175934299,1.224884033203125,0.0,0.0,0.011530159660999243,0.9999335254996663,0.0,0.0,0.0
13,145,83357114,True,False,2,-21.46912940740289,7.655463285101999,1.2334136962890625,0.0,0.0,0.011027976845479608,0.9999391900144207,0.0,0.0,0.0
14,145,183357130,True,False,2,-21.465517199788106,7.568785958792439,1.226531982421875,0.0,0.0,0.010867173151028213,0.9999409505304329,0.0,0.0,0.0
15,145,283357147,True,False,2,-21.436302460474295,7.505963066338476,1.19921875,0.0,0.0,0.02002536377971597,0.9997994722970652,0.0,0.0,0.0
16,145,383357163,True,False,2,-21.434911776759797,7.508627468997415,1.2374267578125,0.0,0.0,0.019416263192260204,0.9998114865931722,0.0,0.0,0.0
17,145,483357179,True,False,2,-21.45367392450642,7.512713423448521,1.230377197265625,0.0,0.0,0.019037186272007425,0.9998187763484165,0.0,0.0,0.0
18,145,583357196,True,False,2,-21.42857727097054,7.639394752432249,1.2353973388671875,0.0,0.0,0.0013481020569361861,0.9999990913100092,0.0,0.0,0.0
19,145,683357212,True,False,2,-20.764066696166992,7.348276138305664,1.525390625,0.0,0.0,0.010516888297487013,0.9999446960010029,0.0,0.0,0.0
20,145,783357229,True,False,2,-20.706878662109375,7.290619850158691,1.5576171875,0.0,0.0,0.010766617616709127,0.9999420382927681,0.0,0.0,0.0
21,145,883357245,True,False,2,-21.075348534000206,7.493413739560146,1.22967529296875,0.0,0.0,0.025537791251934762,0.9996738574244965,0.0,0.0,0.0
22,145,983357261,True,False,2,-20.873454339897293,7.470891814414536,1.54461669921875,0.0,0.0,0.0332121855698551,0.999448323191186,0.0,0.0,0.0
23,146,83357278,True,False,2,-20.846043440729776,7.63862648023062,1.558074951171875,0.0,0.0,-0.02712139550793176,0.9996321472950449,0.0,0.0,0.0
24,146,183357294,True,False,2,-20.492657025429775,7.556840765801067,1.251861572265625,0.0,0.0,0.008868919828492451,0.9999606703571274,0.0,0.0,0.0
25,146,283357311,True,False,2,-19.58390998840332,7.359057426452637,1.55078125,0.0,0.0,-0.004652103858282181,0.9999891789062978,0.0,0.0,0.0
26,146,383357327,True,False,2,-19.48188018798828,7.264369964599609,1.6064453125,0.0,0.0,0.0030622057256257905,0.9999953114370557,0.0,0.0,0.0
