frame_id,timestamp_sec,timestamp_nanosec,longitudinal_velocity,lateral_velocity,heading_rate
base_link,143,983356934,0.0,-0.0,-3.195792669430375e-05
base_link,144,16690272,0.0,-0.0,-3.195792669430375e-05
base_link,144,50023611,0.0,-0.0,-3.195792669430375e-05
base_link,144,83356950,0.0,-0.0,-3.195792669430375e-05
base_link,144,116690289,0.0,-0.0,-3.195792669430375e-05
base_link,144,150023628,0.0,-0.0,-3.195792669430375e-05
base_link,144,183356966,0.0,-0.0,-3.195792669430375e-05
base_link,144,216690305,0.0,-0.0,-3.195792669430375e-05
base_link,144,250023644,0.0,-0.0,-3.195792669430375e-05
base_link,144,283356983,0.0,-0.0,-3.195792669430375e-05
base_link,144,316690322,0.0,-0.0,-3.195792669430375e-05
base_link,144,350023660,0.0,-0.0,-3.195792669430375e-05
base_link,144,383356999,0.0,-0.0,-3.195792669430375e-05
base_link,144,450023677,0.0,-0.0,-3.195792669430375e-05
base_link,144,483357015,0.0,-0.0,-3.195792669430375e-05
base_link,144,516690354,0.0,-0.0,-3.195792669430375e-05
base_link,144,550023693,0.0,-0.0,-3.195792669430375e-05
base_link,144,583357032,0.0,-0.0,-3.195792669430375e-05
base_link,144,616690371,0.0,-0.0,-3.195792669430375e-05
base_link,144,650023709,0.0,-0.0,-3.195792669430375e-05
base_link,144,683357048,0.0,-0.0,-3.195792669430375e-05
base_link,144,716690387,0.0,-0.0,-3.195792669430375e-05
base_link,144,750023726,0.0,-0.0,-3.195792669430375e-05
base_link,144,783357065,0.0,-0.0,-3.195792669430375e-05
base_link,144,816690403,0.0,-0.0,-3.195792669430375e-05
base_link,144,850023742,0.0,-0.0,-3.195792669430375e-05
base_link,144,883357081,0.0,-0.0,-3.195792669430375e-05
base_link,144,950023759,0.0,-0.0,-3.195792669430375e-05
base_link,144,983357097,0.0,-0.0,-3.195792669430375e-05
base_link,145,16690436,0.0,-0.0,-3.195792669430375e-05
base_link,145,50023775,0.0,-0.0,-3.195792669430375e-05
base_link,145,83357114,0.0,-0.0,-3.195792669430375e-05
base_link,145,116690453,0.0,-0.0,-3.195792669430375e-05
base_link,145,150023791,0.0,-0.0,-3.195792669430375e-05
base_link,145,183357130,0.0,-0.0,-3.195792669430375e-05
base_link,145,216690469,0.0,-0.0,-3.195792669430375e-05
base_link,145,250023808,0.0,-0.0,-3.195792669430375e-05
base_link,145,283357147,0.0,-0.0,-3.195792669430375e-05
base_link,145,316690485,0.0,-0.0,-3.195792669430375e-05
base_link,145,350023824,0.0,-0.0,-3.195792669430375e-05
base_link,145,383357163,0.0,-0.0,-3.195792669430375e-05
base_link,145,416690502,0.0,-0.0,-3.195792669430375e-05
base_link,145,450023841,0.0,-0.0,-3.195792669430375e-05
base_link,145,483357179,0.0,-0.0,-3.195792669430375e-05
base_link,145,550023857,0.0,-0.0,-3.195792669430375e-05
base_link,145,583357196,0.0,-0.0,-3.195792669430375e-05
base_link,145,616690535,0.0,-0.0,-3.195792669430375e-05
base_link,145,650023873,0.0,-0.0,-3.195792669430375e-05
base_link,145,683357212,0.0,-0.0,-3.195792669430375e-05
base_link,145,750023890,0.0,-0.0,-3.195792669430375e-05
base_link,145,783357229,0.0,-0.0,-3.195792669430375e-05
base_link,145,816690567,0.0,-0.0,-3.195792669430375e-05
