frame_id,--,timestamp_sec,timestamp_nanosec,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
map,child_frame_id,624,183435644,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,child_frame_id,624,383435677,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,child_frame_id,624,583435710,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,child_frame_id,624,783435743,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,child_frame_id,624,983435776,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,child_frame_id,625,183435808,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,child_frame_id,625,383435841,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,child_frame_id,625,583435874,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,child_frame_id,625,783435907,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,child_frame_id,625,983435939,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,child_frame_id,626,183435972,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,child_frame_id,626,383436005,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,child_frame_id,626,583436038,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,child_frame_id,626,783436071,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,child_frame_id,626,983436103,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,child_frame_id,627,183436136,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,child_frame_id,627,383436169,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,child_frame_id,627,583436202,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
