frame_id,timestamp_sec,timestamp_nanosec,available,verified,object_label,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,linear_x,linear_y,linear_z
1,383,983396273,True,False,1,-8.71518763503383,0.7624104188280767,1.147430419921875,0.0,0.0,-0.02947257529854249,0.9995655892963061,0.0,0.0,0.0
1,383,983396273,True,False,2,18.696612848610876,-6.544734788223135,1.3216705322265625,0.0,0.0,0.9966821773799688,0.08139187485937723,0.0,0.0,0.0
1,383,983396273,True,False,3,43.154212951660156,-4.190004825592041,1.9951171875,0.0,0.0,-0.11491459625839884,0.9933753749548905,0.0,0.0,0.0
1,383,983396273,True,False,2,-33.407813344445884,-3.2515361569893395,1.4002685546875,0.0,0.0,0.9999012305358634,0.014054507208229223,0.0,0.0,0.0
2,384,83396289,True,False,1,-8.763426545302107,0.37097153214440837,1.1552734375,0.0,0.0,-0.04633518705389671,0.9989259484269494,0.0,0.0,0.0
2,384,83396289,True,False,3,17.530840214889007,-6.42890349805745,1.3590774536132812,0.0,0.0,0.9964088482598195,0.08467235150590804,0.0,0.0,0.0
2,384,83396289,True,False,2,-34.810338174099485,-3.727586621578178,1.3712844848632812,0.0,0.0,-0.9998659772286461,0.01637154789885235,0.0,0.0,0.0
3,384,183396305,True,False,1,-8.762361469504802,0.38227339964590523,1.1536331176757812,0.0,0.0,-0.04636971686817979,0.9989243461631941,0.0,0.0,0.0
3,384,183396305,True,False,2,-34.94422149658203,-3.5196921825408936,1.1298828125,0.0,-0.0,-0.9998927740249117,-0.01464378546574743,0.0,0.0,0.0
3,384,183396305,True,False,2,16.343935876621266,-5.249287630184463,1.5374603271484375,0.0,0.0,0.9999445116102107,0.010534405565443243,0.0,0.0,0.0
4,384,283396322,True,False,1,-8.743733350143193,0.41668585717734286,1.1508407592773438,0.0,0.0,-0.04752427700426736,0.9988700831916139,0.0,0.0,0.0
4,384,283396322,True,False,3,14.841950617181343,-5.944813552669163,1.485687255859375,0.0,0.0,0.9962360562344468,0.08668171813269582,0.0,0.0,0.0
5,384,383396338,True,False,1,-8.716208638247714,0.7454264285325766,1.148529052734375,0.0,0.0,-0.02235795695429248,0.999750029637824,0.0,0.0,0.0
5,384,383396338,True,False,2,13.62081130075359,-5.73794813746013,1.4988479614257812,0.0,0.0,0.9961581168157345,0.08757286281793816,0.0,0.0,0.0
6,384,483396355,True,False,1,-8.696309667228066,0.7993188286384129,1.1483917236328125,0.0,0.0,-0.03210178488482156,0.9994846048875433,0.0,0.0,0.0
6,384,483396355,True,False,3,12.494186024683959,-5.5778414305726844,1.4630355834960938,0.0,0.0,0.9967790312426772,0.0801970253495107,0.0,0.0,0.0
6,384,483396355,True,False,3,-41.33859634399414,-3.6128172874450684,1.453125,0.0,0.0,-0.9999225168713127,0.012448303247403605,0.0,0.0,0.0
7,384,583396371,True,False,2,11.1068696975708,-4.997504711151123,1.9091796875,0.0,-0.0,-0.998127364553627,-0.06116996100400021,0.0,0.0,0.0
7,384,583396371,True,False,1,-8.740464445139029,0.41879153778906575,1.1486892700195312,0.0,0.0,-0.04896946485891455,0.9988002760869821,0.0,0.0,0.0
8,384,683396387,True,False,1,-8.742701907825257,0.4016316012692782,1.1484527587890625,0.0,0.0,-0.04034584246959231,0.9991857750165476,0.0,0.0,0.0
8,384,683396387,True,False,3,10.126386788106036,-5.275873729157549,1.4918060302734375,0.0,0.0,0.9974963862089858,0.07071746248285259,0.0,0.0,0.0
8,384,683396387,True,False,3,52.11671447753906,-6.062504768371582,1.962890625,0.0,0.0,-0.12908640796461293,0.9916333492167322,0.0,0.0,0.0
9,384,783396404,True,False,1,-8.735310905988351,0.47356102697739744,1.1464385986328125,0.0,0.0,-0.058842899170263384,0.9982672554067064,0.0,0.0,0.0
9,384,783396404,True,False,2,8.050307273864746,-4.837504863739014,1.73046875,0.0,-0.0,-0.9991645190682987,-0.040868861435271284,0.0,0.0,0.0
9,384,783396404,True,False,3,53.38593292236328,-6.167191982269287,2.017578125,0.0,0.0,-0.12942868284484416,0.9915887333249853,0.0,0.0,0.0
10,384,883396420,True,False,1,-8.718973123047768,0.8309693720710611,1.1570587158203125,0.0,0.0,-0.03317749244479771,0.9994494754589025,0.0,0.0,0.0
10,384,883396420,True,False,3,7.715613124356689,-4.992598645529977,1.4926605224609375,0.0,0.0,0.9981745115648001,0.060395732153628943,0.0,0.0,0.0
11,384,983396437,True,False,1,-8.69175011189771,0.7842157301117881,1.15118408203125,0.0,0.0,-0.026107998859641237,0.9996591281009467,0.0,0.0,0.0
11,384,983396437,True,False,3,-48.375003814697266,-4.777192115783691,1.72265625,0.0,0.0,-0.9935813223208273,0.1131200951873554,0.0,0.0,0.0
11,384,983396437,True,False,2,5.42593240737915,-4.642192363739014,1.611328125,0.0,-0.0,-0.9989543841542073,-0.04571803122498027,0.0,0.0,0.0
12,385,83396453,True,False,1,-8.741411918798544,0.3645646596056096,1.1492767333984375,0.0,0.0,-0.03471142741202557,0.999397376826165,0.0,0.0,0.0
12,385,83396453,True,False,3,5.243752041468355,-4.774470944878235,1.48529052734375,0.0,0.0,0.9983364082807669,0.057657747970744924,0.0,0.0,0.0
12,385,83396453,True,False,3,-48.94343948364258,-5.398754596710205,1.92578125,0.0,0.0,-0.9935002940732326,0.11382954658787081,0.0,0.0,0.0
13,385,183396469,True,False,1,-8.740790097426867,0.40200468152571767,1.1526641845703125,0.0,0.0,-0.04287370386772543,0.999080500018223,0.0,0.0,0.0
13,385,183396469,True,False,2,3.4465577602386475,-4.365707874298096,1.650390625,0.0,-0.0,-0.9962443313911237,-0.08658655883595821,0.0,0.0,0.0
14,385,283396486,True,False,1,-8.731530592495679,0.39928926563894906,1.1507644653320312,0.0,0.0,-0.04289913163479318,0.9990794085081429,0.0,0.0,0.0
14,385,283396486,True,False,3,2.8828747079983197,-4.568888291183639,1.5645980834960938,0.0,0.0,0.9981204945277984,0.06128195822249079,0.0,0.0,0.0
15,385,383396502,True,False,1,-8.729754031209195,0.7038629096646306,1.14337158203125,0.0,0.0,-0.017297805882264428,0.9998503817630213,0.0,0.0,0.0
15,385,383396502,True,False,2,1.027495265007019,-4.0743794441223145,1.578125,0.0,-0.0,-0.9986171922119221,-0.05257093701634838,0.0,0.0,0.0
16,385,483396518,True,False,1,-8.71549995261701,0.8026496651061558,1.1473541259765625,0.0,0.0,-0.026575196701094702,0.9996468170910655,0.0,0.0,0.0
16,385,483396518,True,False,3,0.47464707061896316,-4.352501914283813,1.6346893310546875,0.0,0.0,0.9984291881546271,0.05602817363516459,0.0,0.0,0.0
17,385,583396535,True,False,1,-8.713371117949412,0.738907891044324,1.1573486328125,0.0,0.0,-0.007870007088350268,0.9999690310146756,0.0,0.0,0.0
17,385,583396535,True,False,2,-1.0329735279083252,-4.04125452041626,1.634765625,0.0,-0.0,-0.9976488180215871,-0.06853346554881105,0.0,0.0,0.0
18,385,683396551,True,False,1,-8.742232762472687,0.428806518478983,1.1491851806640625,0.0,0.0,-0.050962018270479276,0.9987005921164758,0.0,0.0,0.0
18,385,683396551,True,False,3,-2.787379189157993,-4.064165502780744,1.5375518798828125,0.0,0.0,0.9985321976622932,0.05416133520982474,0.0,0.0,0.0
19,385,783396568,True,False,1,-8.739918388901916,0.4293552935619913,1.1493148803710938,0.0,0.0,-0.04930664285920922,0.9987836877772656,0.0,0.0,0.0
19,385,783396568,True,False,2,-3.5634422302246094,-4.035004615783691,1.5068359375,0.0,-0.0,-0.9983775237259276,-0.05694137440284433,0.0,0.0,0.0
20,385,883396584,True,False,1,-8.713236621419911,0.7145361928499772,1.1520462036132812,0.0,0.0,-0.006929054357078898,0.9999759938147098,0.0,0.0,0.0
