frame_id,child_frame_id,timestamp_sec,timestamp_nanosec,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
map,-,731,383453216,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,-,731,583453249,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,-,731,783453281,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,-,731,983453314,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,-,732,183453347,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,-,732,383453380,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,-,732,583453413,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,-,732,783453445,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,-,732,983453478,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,-,733,183453511,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,-,733,383453544,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,-,733,583453577,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,-,733,783453609,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,-,733,983453642,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,-,734,183453675,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,-,734,383453708,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,-,734,583453740,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,-,734,783453773,81533.875,50009.06640625,43.86109924316406,0.0,0.0,0.0,0.0
map,-,734,983453806,81533.875,50009.06640625,43.86109924316406,0.0,0.0,0.0,0.0
map,-,735,183453839,81533.875,50009.06640625,43.86109924316406,0.0,0.0,0.0,0.0
map,-,735,383453872,81533.875,50009.06640625,43.86109924316406,0.0,0.0,0.0,0.0
map,-,735,583453904,81533.875,50009.06640625,43.86109924316406,0.0,0.0,0.0,0.0
map,-,735,783453937,81533.875,50009.06640625,43.86109924316406,0.0,0.0,0.0,0.0
map,-,735,983453970,81533.875,50009.06640625,43.86109924316406,0.0,0.0,0.0,0.0
map,-,736,183454003,81533.875,50009.06640625,43.86109924316406,0.0,0.0,0.0,0.0
map,-,736,383454035,81533.875,50009.06640625,43.86109924316406,0.0,0.0,0.0,0.0
map,-,736,583454068,81533.875,50009.06640625,43.86109924316406,0.0,0.0,0.0,0.0
map,-,736,783454101,81533.875,50009.06640625,43.86109924316406,0.0,0.0,0.0,0.0
map,-,736,983454134,81533.875,50009.06640625,43.86109924316406,0.0,0.0,0.0,0.0
map,-,737,183454167,81533.875,50009.06640625,43.86109924316406,0.0,0.0,0.0,0.0
map,-,737,383454199,81533.875,50009.06640625,43.86109924316406,0.0,0.0,0.0,0.0
map,-,737,583454232,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,-,737,783454265,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,-,737,983454298,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,-,738,183454331,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,-,738,383454363,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,-,738,583454396,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,-,738,783454429,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,-,738,983454462,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,-,739,183454494,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,-,739,383454527,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,-,739,583454560,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
map,-,739,783454593,81533.875,50009.06640625,43.8610954284668,0.0,0.0,0.0,0.0
