frame_id,timestamp_sec,timestamp_nanosec,longitudinal_velocity,lateral_velocity,heading_rate
base_link,299,883382488,0.0,-0.0,-3.195792669430375e-05
base_link,299,916715826,0.0,-0.0,-3.195792669430375e-05
base_link,299,950049165,0.0,-0.0,-3.195792669430375e-05
base_link,299,983382504,0.0,-0.0,-3.195792669430375e-05
base_link,300,16715843,0.0,-0.0,-3.195792669430375e-05
base_link,300,50049182,0.0,-0.0,-3.195792669430375e-05
base_link,300,83382520,0.0,-0.0,-3.195792669430375e-05
base_link,300,116715859,0.0,-0.0,-3.195792669430375e-05
base_link,300,150049198,0.0,-0.0,-3.195792669430375e-05
base_link,300,183382537,0.0,-0.0,-3.195792669430375e-05
base_link,300,216715876,0.0,-0.0,-3.195792669430375e-05
base_link,300,250049214,0.0,-0.0,-3.195792669430375e-05
base_link,300,283382553,0.0,-0.0,-3.195792669430375e-05
base_link,300,316715892,0.0,-0.0,-3.195792669430375e-05
base_link,300,350049231,0.0,-0.0,-3.195792669430375e-05
base_link,300,383382569,0.0,-0.0,-3.195792669430375e-05
base_link,300,416715908,0.0,-0.0,-3.195792669430375e-05
base_link,300,450049247,0.0,-0.0,-3.195792669430375e-05
base_link,300,483382586,0.0,-0.0,-3.195792669430375e-05
base_link,300,516715925,0.0,-0.0,-3.195792669430375e-05
base_link,300,550049263,0.0,-0.0,-3.195792669430375e-05
base_link,300,583382602,0.0,-0.0,-3.195792669430375e-05
base_link,300,616715941,0.0,-0.0,-3.195792669430375e-05
base_link,300,650049280,0.0,-0.0,-3.195792669430375e-05
base_link,300,683382619,0.0,-0.0,-3.195792669430375e-05
base_link,300,716715957,0.0,-0.0,-3.195792669430375e-05
base_link,300,750049296,0.0,-0.0,-3.195792669430375e-05
base_link,300,783382635,0.0,-0.0,-3.195792669430375e-05
base_link,300,816715974,0.0,-0.0,-3.195792669430375e-05
base_link,300,850049313,0.0,-0.0,-3.195792669430375e-05
base_link,300,883382651,0.0,-0.0,-3.195792669430375e-05
base_link,300,916715990,0.0,-0.0,-3.195792669430375e-05
base_link,300,950049329,0.0,-0.0,-3.195792669430375e-05
base_link,300,983382668,0.0,-0.0,-3.195792669430375e-05
base_link,301,16716007,0.0,-0.0,-3.195792669430375e-05
base_link,301,50049345,0.0,-0.0,-3.195792669430375e-05
base_link,301,83382684,0.0,-0.0,-3.195792669430375e-05
base_link,301,116716023,0.0,-0.0,-3.195792669430375e-05
base_link,301,150049362,0.0,-0.0,-3.195792669430375e-05
base_link,301,183382701,0.0,-0.0,-3.195792669430375e-05
base_link,301,216716039,0.0,-0.0,-3.195792669430375e-05
base_link,301,250049378,0.0,-0.0,-3.195792669430375e-05
base_link,301,283382717,0.0,-0.0,-3.195792669430375e-05
base_link,301,316716056,0.0,-0.0,-3.195792669430375e-05
base_link,301,350049395,0.0,-0.0,-3.195792669430375e-05
base_link,301,383382733,0.0,-0.0,-3.195792669430375e-05
base_link,301,416716072,0.0,-0.0,-3.195792669430375e-05
base_link,301,450049411,0.0,-0.0,-3.195792669430375e-05
base_link,301,483382750,0.0,-0.0,-3.195792669430375e-05
base_link,301,516716089,0.0,-0.0,-3.195792669430375e-05
base_link,301,550049427,0.0,-0.0,-3.195792669430375e-05
