timestamp_sec,timestamp_nanosec,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,deviation
43,983340542,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
44,183340575,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
44,383340608,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
44,583340641,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
44,783340673,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
44,983340706,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
45,183340739,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
45,383340772,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
45,583340805,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
45,783340837,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
45,983340870,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
46,183340903,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
46,383340936,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
46,583340968,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
46,783341001,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
46,983341034,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
47,183341067,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
47,383341100,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
47,583341132,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
47,783341165,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
47,983341198,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
48,183341231,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
48,383341263,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
48,583341296,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
48,783341329,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
48,983341362,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
49,183341395,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
49,383341427,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
49,583341460,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
49,783341493,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
49,983341526,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
50,183341559,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
50,383341591,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
50,583341624,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
50,783341657,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
50,983341690,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
51,183341722,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
51,383341755,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
51,583341788,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
51,783341821,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
51,983341854,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
52,183341886,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
52,383341919,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
52,583341952,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
52,783341985,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
52,983342017,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
53,183342050,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
53,383342083,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
53,583342116,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
53,783342149,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
53,983342181,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
54,183342214,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
54,383342247,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
54,583342280,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
54,783342313,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
54,983342345,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
55,183342378,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
55,383342411,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
55,583342444,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
55,783342476,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
55,983342509,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
56,183342542,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
56,383342575,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
56,583342608,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
56,783342640,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
56,983342673,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
57,183342706,81377.96875,49917.34375,43.01797103881836,0.0,0.0,0.0,0.0,184.0601663490115
57,383342739,81377.96875,49917.34375,43.01530838012695,0.0,0.0,0.0,0.0,184.0601663490115
57,583342771,81377.96875,49917.34375,43.01123428344727,0.0,0.0,0.0,0.0,184.0601663490115
57,783342804,81377.96875,49917.34375,43.00948333740234,0.0,0.0,0.0,0.0,184.0601663490115
57,983342837,81377.96875,49917.34765625,43.00472259521485,0.0,0.0,0.0,0.0,184.0581477377658
58,183342870,81377.96875,49917.3515625,43.002559661865234,0.0,0.0,0.0,0.0,184.0561291872842
58,383342903,81377.984375,49917.359375,43.00206756591797,0.0,0.0,0.0,0.0,184.03871493843735
58,583342935,81378.0,49917.37109375,43.00335693359375,0.0,0.0,0.0,0.0,184.01928215995474
58,783342968,81378.015625,49917.3828125,43.00347137451172,0.0,0.0,0.0,0.0,183.99984940232457
58,983343001,81378.03125,49917.39453125,43.00365447998047,0.0,0.0,0.0,0.0,183.98041666555346
59,183343034,81378.046875,49917.40625,43.00405883789063,0.0,0.0,0.0,0.0,183.960983949648
59,383343067,81378.0703125,49917.421875,43.00424575805664,0.0,0.0,0.0,0.0,183.93284409722835
59,583343099,81378.09375,49917.44140625,43.00479888916016,0.0,0.0,0.0,0.0,183.9026859271918
59,783343132,81378.1328125,49917.46484375,43.00537490844727,0.0,0.0,0.0,0.0,183.85713176407572
59,983343165,81378.1796875,49917.49609375,43.00620269775391,0.0,0.0,0.0,0.0,183.80085214743175
60,183343198,81378.234375,49917.53515625,43.00727844238281,0.0,0.0,0.0,0.0,183.73384718710065
60,383343230,81378.3125,49917.58984375,43.0084114074707,0.0,0.0,0.0,0.0,183.63870264996405
60,583343263,81378.3984375,49917.65234375,43.01041793823242,0.0,0.0,0.0,0.0,183.5328331867188
